# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_protein_protein_contact	variants_effect_rare_amino_acid_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SETD1B	ENSG00000139718	ENST00000604567	protein_coding	778	5019	12717	3405	0	25	204	117	2	3735	12717	0	0	0	0	96	96	873	7	571	8	1	4397	117
SETD2	ENSG00000181555	ENST00000409792	protein_coding	1894	19712	17059	5295	1212	13	129	117	2	4680	16870	0	468	0	14130	120	120	1089	7	1171	8	1	5026	117
SETD3	ENSG00000183576	ENST00000331768	protein_coding	411	9812	3941	6192	2799	52	480	117	2	2808	3914	0	0	0	8154	72	72	657	7	252	8	1	1171	564
SETD4	ENSG00000185917	ENST00000332131	protein_coding	354	4747	2865	8115	4356	103	720	534	2	2916	2856	0	0	0	3321	66	66	603	7	207	8	1	888	117
SETD5	ENSG00000168137	ENST00000407969	protein_coding	844	3847	9445	10185	6189	9	42	117	2	4680	9445	0	0	0	0	120	120	1089	7	589	8	1	3106	117
SETD6	ENSG00000103037	ENST00000219315	protein_coding	1473	7323	3063	13521	243	18	150	4881	2	1638	3063	0	1200	0	6030	42	42	387	7	174	8	1	1011	6945
SETD7	ENSG00000145391	ENST00000274031	protein_coding	11813	6829	2413	20328	16881	220	1911	117	2	1638	2413	0	11562	0	5625	42	42	387	7	152	8	1	720	117
SETD8	ENSG00000183955	ENST00000330479	protein_coding	247	4974	2354	7710	4752	162	1278	117	2	1830	2309	0	0	0	3825	48	48	441	7	137	7	2	713	117
SETD9	ENSG00000155542	ENST00000285947	protein_coding	207	3446	1941	11340	999	134	1158	8136	2	1170	1941	0	0	0	2511	30	30	279	7	133	7	2	608	117
SETDB1	ENSG00000143379	ENST00000271640	protein_coding	746	15332	8620	14640	1113	83	570	8934	2	4914	8503	0	0	0	11952	126	126	1143	7	479	8	1	2628	117
SETDB2	ENSG00000136169	ENST00000317257	protein_coding	518	2238	4775	7701	963	352	2475	756	2	3528	4775	0	0	0	0	84	84	765	7	336	7	2	1351	651
SETMAR	ENSG00000170364	ENST00000358065	protein_coding	333	12804	4550	1770	963	23	201	117	2	468	4523	0	0	0	11394	12	12	117	7	295	7	2	1329	117
SETX	ENSG00000107290	ENST00000372169	protein_coding	1523	6264	17949	14016	8397	80	549	117	2	6084	17949	0	0	0	0	156	156	1413	7	1196	8	1	5200	117
SEZ6	ENSG00000063015	ENST00000317338	protein_coding	495	27150	6486	11313	3171	171	1287	3762	2	3744	6450	0	0	0	24228	96	96	873	7	288	8	1	2199	117
SEZ6L	ENSG00000100095	ENST00000248933	protein_coding	551	27873	6753	3729	234	29	285	117	2	3744	6654	0	0	0	25146	96	96	873	7	345	7	2	2208	117
SEZ6L2	ENSG00000174938	ENST00000308713	protein_coding	472	28190	5896	10251	1620	166	1584	117	2	3744	5806	0	0	0	25416	96	96	873	7	265	8	1	2110	3954
SF1	ENSG00000168066	ENST00000377387	protein_coding	342	5909	4452	7401	2544	29	231	2277	2	2808	4353	0	0	0	4023	72	72	657	7	183	8	1	1512	117
SF3A1	ENSG00000099995	ENST00000215793	protein_coding	474	6323	5388	12216	7818	53	465	117	2	3786	5226	0	0	0	4257	90	90	819	7	279	8	1	1623	750
SF3A2	ENSG00000104897	ENST00000221494	protein_coding	215	4517	3043	18369	399	164	1254	9426	2	1872	2989	0	0	0	3015	48	48	441	7	104	8	1	1074	5802
SF3A3	ENSG00000183431	ENST00000373019	protein_coding	460	2700	3404	9711	3633	423	2868	117	2	3744	3314	0	0	0	846	96	96	873	7	253	8	1	933	117
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	852	15024	9008	12531	7557	44	276	117	2	5616	8531	0	0	0	11934	144	144	1305	7	550	7	2	2646	117
SF3B14	ENSG00000115128	ENST00000233468	protein_coding	445	2632	869	6969	534	82	642	2205	2	702	824	0	336	0	2241	18	18	171	7	59	7	2	233	3030
SF3B2	ENSG00000087365	ENST00000322535	protein_coding	623	5367	6108	8904	498	20	147	2469	2	5937	5847	0	0	0	2997	126	126	1143	7	356	8	1	1843	861
SF3B3	ENSG00000189091	ENST00000302516	protein_coding	750	3595	8047	16125	9312	104	633	117	2	5850	7948	0	0	0	99	150	150	1359	7	435	8	1	2561	1413
SF3B4	ENSG00000143368	ENST00000271628	protein_coding	180	4289	2764	10092	675	234	1755	117	2	1170	2728	0	0	0	2925	30	30	279	7	106	7	2	973	6615
SF3B5	ENSG00000169976	ENST00000367569	protein_coding	51	208	638	1662	1068	42	360	117	2	0	575	0	0	0	63	0	0	9	7	36	8	1	154	117
SFI1	ENSG00000198089	ENST00000400288	protein_coding	945	7813	8067	12408	504	43	315	5541	2	7467	8067	0	0	0	4032	192	192	1737	7	546	8	1	2556	117
SFMBT1	ENSG00000163935	ENST00000358080	protein_coding	632	2710	5696	7176	1572	182	1464	117	2	4914	5696	0	0	0	0	126	126	1143	7	365	8	1	1724	117
SFMBT2	ENSG00000198879	ENST00000361972	protein_coding	629	9258	5851	19665	15438	45	273	117	2	4680	5851	0	0	0	6651	120	120	1089	7	374	8	1	1812	117
SFN	ENSG00000175793	ENST00000339276	protein_coding	2432	2274	1673	1938	1491	25	213	117	2	0	1628	0	2322	0	1782	0	0	9	7	95	8	1	500	117
SFPQ	ENSG00000116560	ENST00000357214	protein_coding	839	9732	5114	6777	4572	46	297	117	2	2106	4592	0	474	0	8352	54	54	495	7	242	8	1	1520	117
SFR1	ENSG00000156384	ENST00000336358	protein_coding	217	868	2029	4071	420	237	1557	1605	2	468	2029	0	0	0	0	12	12	117	7	179	7	2	546	117
SFRP1	ENSG00000104332	ENST00000220772	protein_coding	154	8252	2104	11235	9615	109	1014	117	2	468	2095	0	0	0	7461	12	12	117	7	115	8	1	607	117
SFRP2	ENSG00000145423	ENST00000274063	protein_coding	144	8322	1962	4038	2577	99	855	117	2	468	1962	0	0	0	7560	12	12	117	7	105	8	1	579	117
SFRP4	ENSG00000106483	ENST00000436072	protein_coding	204	6072	2342	9090	4614	152	1134	117	2	1170	2297	0	0	0	5094	30	30	279	7	129	8	1	679	2295
SFRP5	ENSG00000120057	ENST00000266066	protein_coding	147	8306	2072	3252	2289	34	357	117	2	468	2072	0	0	0	7524	12	12	117	7	108	8	1	664	117
SFSWAP	ENSG00000061936	ENST00000541286	protein_coding	615	5372	6640	4203	342	36	279	117	2	4212	6523	0	0	0	2682	108	108	981	7	384	8	1	2111	117
SFT2D1	ENSG00000198818	ENST00000361731	protein_coding	167	3712	1034	3333	1467	50	330	117	2	1638	1025	0	0	0	3078	42	42	387	7	68	8	1	329	117
SFT2D2	ENSG00000213064	ENST00000271375	protein_coding	154	3709	1054	33207	31455	27	216	117	2	1638	1036	0	0	0	3096	42	42	387	7	56	7	2	339	117
SFT2D3	ENSG00000173349	ENST00000310981	protein_coding	64	2725	1290	15405	4905	191	1518	8862	2	0	1290	0	0	0	1935	0	0	9	7	49	8	1	587	120
SFTA2	ENSG00000196260	ENST00000359086	protein_coding	61	464	501	1677	405	30	237	546	2	468	492	0	0	0	180	12	12	117	7	22	8	1	179	117
SFTA3	ENSG00000229415	ENST00000518002	nonsense_mediated_decay	0	0	0	5106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5106
SFTPA1	ENSG00000122852	ENST00000419470	protein_coding	164	3965	1795	1647	255	32	228	117	2	1170	1696	0	0	0	3249	30	30	279	7	89	8	1	573	117
SFTPA2	ENSG00000185303	ENST00000372325	protein_coding	158	812	1595	5490	4071	39	255	117	2	1170	1595	0	0	0	0	30	30	279	7	83	8	1	545	117
SFTPB	ENSG00000168878	ENST00000393822	protein_coding	280	1323	2550	9726	7146	34	300	117	2	2574	2550	0	0	0	0	66	66	603	7	133	8	1	845	117
SFTPC	ENSG00000168484	ENST00000318561	protein_coding	129	717	1268	5712	687	65	522	2805	2	1170	1268	0	0	0	0	30	30	279	7	54	8	1	442	768
SFTPD	ENSG00000133661	ENST00000372292	protein_coding	229	7791	2465	1995	336	15	123	117	2	1638	2384	0	0	0	6723	42	42	387	7	130	8	1	852	117
SFXN1	ENSG00000164466	ENST00000321442	protein_coding	246	2748	2156	11880	9024	80	762	117	2	2340	2120	0	0	0	1656	60	60	549	7	112	7	2	657	117
SFXN2	ENSG00000156398	ENST00000369893	protein_coding	245	3091	2159	21366	17190	71	501	873	2	2574	2132	0	0	0	1962	66	66	603	7	99	7	2	658	756
SFXN3	ENSG00000107819	ENST00000224807	protein_coding	243	2528	2132	10437	4965	190	1368	117	2	2574	2114	0	0	0	1224	66	66	603	7	96	8	1	706	1941
SFXN4	ENSG00000183605	ENST00000355697	protein_coding	302	3301	2235	9546	987	3	60	2526	2	3042	2190	0	0	0	2160	78	78	711	7	131	8	1	703	3555
SFXN5	ENSG00000144040	ENST00000272433	protein_coding	258	2758	2195	20070	8958	51	393	117	2	3042	2195	0	0	0	1458	78	78	711	7	87	8	1	769	8184
SGCA	ENSG00000108823	ENST00000262018	protein_coding	218	6618	2500	2712	696	12	108	117	2	2106	2482	0	0	0	5373	54	54	495	7	95	8	1	897	117
SGCB	ENSG00000163069	ENST00000381431	protein_coding	173	7984	2179	13329	9753	79	669	1860	2	1170	2143	0	0	0	7137	30	30	279	7	99	7	2	611	117
SGCD	ENSG00000170624	ENST00000337851	protein_coding	222	5561	1899	3921	642	233	1557	117	2	1872	1872	0	0	0	4419	48	48	441	7	111	8	1	618	117
SGCE	ENSG00000127990	ENST00000415788	protein_coding	318	1341	3112	4461	1101	34	264	117	2	2340	3112	0	0	0	0	60	60	549	7	184	7	2	934	1119
SGCG	ENSG00000102683	ENST00000218867	protein_coding	215	5347	1903	7917	1872	64	372	4254	2	1638	1894	0	0	0	4419	42	42	387	7	116	8	1	600	117
SGCZ	ENSG00000185053	ENST00000382080	protein_coding	222	5623	2034	5421	1737	343	2148	117	2	1638	2016	0	0	0	4374	42	42	387	7	123	8	1	660	117
SGIP1	ENSG00000118473	ENST00000237247	protein_coding	653	9341	5800	12951	3837	65	414	117	2	9714	5530	0	0	0	6714	156	156	1413	7	327	7	2	1865	117
SGK1	ENSG00000118515	ENST00000367858	protein_coding	363	9532	3572	7512	3066	243	1794	117	2	3042	3509	0	0	0	7848	78	78	711	7	192	8	1	1024	117
SGK2	ENSG00000101049	ENST00000341458	protein_coding	292	1399	2793	4920	1983	95	657	117	2	2574	2793	0	0	0	0	66	66	603	7	145	8	1	896	117
SGK223	ENSG00000182319	ENST00000330777	protein_coding	493	3218	9117	2232	1254	0	0	117	2	936	9117	0	0	0	0	24	24	225	7	430	8	1	3062	117
SGK3	ENSG00000104205	ENST00000345714	protein_coding	405	1578	3294	10716	7323	75	369	117	2	3510	3294	0	0	0	0	90	90	819	7	210	8	1	951	117
SGK494	ENSG00000167524	ENST00000301037	protein_coding	289	1264	2674	9435	0	0	0	117	2	2715	2674	0	0	0	0	66	66	603	7	142	8	1	865	7131
SGMS1	ENSG00000198964	ENST00000361781	protein_coding	306	1692	2735	19473	4626	410	2880	117	2	12213	2735	0	0	0	0	60	60	549	7	172	7	2	801	117
SGMS2	ENSG00000164023	ENST00000359079	protein_coding	258	3129	2410	3531	1200	175	1167	117	2	1170	2374	0	0	0	2061	30	30	279	7	183	8	1	719	117
SGOL1	ENSG00000129810	ENST00000263753	protein_coding	378	1435	3721	3678	1536	65	420	117	2	1872	3721	0	0	0	0	48	48	441	7	268	7	2	1051	117
SGOL2	ENSG00000163535	ENST00000357799	protein_coding	697	3705	8585	4062	954	42	294	1209	2	1872	8549	0	0	0	1143	48	48	441	7	586	8	1	2241	117
SGPL1	ENSG00000166224	ENST00000373202	protein_coding	1064	14973	3812	17910	11514	79	600	3075	2	3276	3740	0	648	0	13302	84	84	765	7	233	8	1	1130	117
SGPP1	ENSG00000126821	ENST00000247225	protein_coding	179	3275	2863	6564	5673	38	285	117	2	468	2836	0	0	0	2196	12	12	117	7	140	8	1	984	117
SGPP2	ENSG00000163082	ENST00000321276	protein_coding	200	3242	2557	7386	6150	29	258	117	2	936	2557	0	0	0	2169	24	24	225	7	137	8	1	888	117
SGSH	ENSG00000181523	ENST00000326317	protein_coding	6333	5405	3350	14034	3564	22	261	5388	2	1638	3278	0	6090	0	4104	42	42	387	7	144	8	1	1087	3519
SGSM1	ENSG00000167037	ENST00000400359	protein_coding	699	12535	7623	7494	2589	1	21	117	2	5850	7623	0	0	0	9306	150	150	1359	7	384	8	1	2316	117
SGSM2	ENSG00000141258	ENST00000268989	protein_coding	655	10428	6919	24294	4590	59	531	6207	2	5382	6919	0	0	0	7362	138	138	1251	7	364	8	1	2167	8688
SGSM3	ENSG00000100359	ENST00000248929	protein_coding	506	9024	4901	11922	1590	85	567	4971	2	4914	4883	0	0	0	6561	126	126	1143	7	239	8	1	1610	888
SGTA	ENSG00000104969	ENST00000221566	protein_coding	267	5358	2204	7335	3678	65	486	117	2	2574	2078	0	18	0	4347	66	66	603	7	102	8	1	628	1008
SGTB	ENSG00000197860	ENST00000381007	protein_coding	271	3572	2046	22131	12954	90	708	5640	2	2340	2019	0	0	0	2547	60	60	549	7	136	8	1	572	969
SH2B1	ENSG00000178188	ENST00000322610	protein_coding	357	2403	4779	14796	1155	183	1317	1794	2	2340	4779	0	0	0	0	60	60	549	7	222	8	1	1794	8670
SH2B2	ENSG00000160999	ENST00000536178	protein_coding	307	1876	4314	1881	0	17	135	117	2	1944	4314	0	0	0	0	54	54	486	7	184	8	1	1532	117
SH2B3	ENSG00000111252	ENST00000341259	protein_coding	263	4349	3691	16344	9963	119	1071	3891	2	1638	3673	0	0	0	2637	42	42	387	7	164	8	1	1329	117
SH2D1A	ENSG00000183918	ENST00000371139	protein_coding	344	2674	827	13842	5292	140	897	6978	2	702	818	0	240	0	2151	18	18	171	7	53	8	1	272	117
SH2D1B	ENSG00000198574	ENST00000367929	protein_coding	116	1758	860	7164	6042	43	330	117	2	702	860	0	0	0	1341	18	18	171	7	65	8	1	254	117
SH2D2A	ENSG00000027869	ENST00000392306	protein_coding	229	3919	2597	3141	999	61	420	117	2	1872	2579	0	0	0	2673	48	48	441	7	118	8	1	885	117
SH2D3A	ENSG00000125731	ENST00000245908	protein_coding	273	3058	3703	7107	885	122	810	3621	2	2106	3658	0	0	0	1260	54	54	495	7	150	8	1	1367	117
SH2D3C	ENSG00000095370	ENST00000314830	protein_coding	407	9912	5650	6525	1281	42	342	2739	2	2574	5596	0	0	0	7641	66	66	603	7	260	8	1	1875	117
SH2D4A	ENSG00000104611	ENST00000265807	protein_coding	350	1415	2975	7869	4728	186	1233	117	2	2106	2975	0	0	0	0	54	54	495	7	227	8	1	875	117
SH2D4B	ENSG00000178217	ENST00000470604	protein_coding	289	1109	2835	8961	7425	0	0	117	2	1638	2835	0	0	0	0	42	42	387	7	191	7	2	844	117
SH2D5	ENSG00000189410	ENST00000444387	protein_coding	248	2826	2719	5754	792	159	1194	1977	2	2106	2701	0	0	0	1359	54	54	495	7	126	7	2	971	117
SH2D6	ENSG00000152292	ENST00000340326	protein_coding	111	2306	1110	2076	615	77	483	117	2	936	1110	0	0	0	1647	24	24	225	7	48	8	1	408	117
SH2D7	ENSG00000183476	ENST00000328828	protein_coding	219	2445	2949	8115	4182	0	0	2886	2	1170	2949	0	0	0	1296	30	30	279	7	144	8	1	957	117
SH3BGR	ENSG00000185437	ENST00000333634	protein_coding	187	1900	1579	2943	1359	30	234	117	2	1404	1579	0	0	0	1161	36	36	333	7	100	8	1	463	117
SH3BGRL	ENSG00000131171	ENST00000373212	protein_coding	99	1904	755	6144	3960	103	774	117	2	702	746	0	0	0	1467	18	18	171	7	48	8	1	223	735
SH3BGRL2	ENSG00000198478	ENST00000369838	protein_coding	99	1546	722	13767	12438	63	537	117	2	702	704	0	0	0	1179	18	18	171	7	48	8	1	202	117
SH3BGRL3	ENSG00000142669	ENST00000270792	protein_coding	72	686	600	16140	1179	407	2940	4800	2	468	600	0	0	0	0	12	12	117	7	33	8	1	195	6849
SH3BP1	ENSG00000100092	ENST00000357436	protein_coding	404	9620	4592	7758	1299	93	939	2241	2	3978	4529	0	0	0	7380	102	102	927	7	185	8	1	1586	117
SH3BP2	ENSG00000087266	ENST00000503393	protein_coding	328	1816	4025	25107	21786	13	117	855	2	2808	4025	0	0	0	0	72	72	657	7	169	8	1	1359	117
SH3BP4	ENSG00000130147	ENST00000344528	protein_coding	371	2913	6431	7620	5496	133	960	117	2	1170	6350	0	0	0	621	30	30	279	7	296	8	1	2012	117
SH3BP5	ENSG00000131370	ENST00000383791	protein_coding	288	3914	3048	12240	3699	86	663	6273	2	1872	3003	0	12	0	2655	48	48	441	7	165	8	1	918	117
SH3BP5L	ENSG00000175137	ENST00000366472	protein_coding	224	4594	2572	9387	4347	532	3690	117	2	1404	2527	0	0	0	2997	36	36	333	7	137	8	1	864	117
SH3D19	ENSG00000109686	ENST00000304527	protein_coding	556	2958	5136	12654	5430	454	3270	117	2	4680	5136	0	0	0	0	120	120	1089	7	301	8	1	1664	117
SH3D21	ENSG00000214193	ENST00000453908	protein_coding	464	3991	4893	13692	660	9	84	4458	2	3507	4884	0	0	0	1797	90	90	819	7	269	8	1	1642	5703
SH3GL1	ENSG00000141985	ENST00000269886	protein_coding	254	8570	2451	9222	3690	61	537	2511	2	2106	2415	0	0	0	7452	54	54	495	7	131	8	1	757	810
SH3GL2	ENSG00000107295	ENST00000380607	protein_coding	256	12557	2337	6240	4158	33	360	117	2	1872	2337	0	0	0	11547	48	48	441	7	145	8	1	677	117
SH3GL3	ENSG00000140600	ENST00000324537	protein_coding	306	9786	2352	5112	1356	225	1476	117	2	2574	2343	0	0	0	8424	66	66	603	7	160	7	2	683	117
SH3GLB1	ENSG00000097033	ENST00000482504	protein_coding	302	2984	2552	2208	99	3	15	117	2	2340	2543	0	0	0	1863	60	60	549	7	168	7	2	754	117
SH3GLB2	ENSG00000148341	ENST00000372554	protein_coding	291	3566	2656	10530	1935	60	375	5871	2	2808	2629	0	0	0	2223	72	72	657	7	132	8	1	866	117
SH3KBP1	ENSG00000147010	ENST00000397821	protein_coding	614	8832	4460	11595	7326	91	873	117	2	3978	4343	0	138	0	6858	102	102	927	7	257	8	1	1376	117
SH3PXD2A	ENSG00000107957	ENST00000369774	protein_coding	601	11589	7476	35202	23367	94	831	8283	2	3276	7341	0	0	0	8685	84	84	765	7	418	8	1	2429	117
SH3PXD2B	ENSG00000174705	ENST00000311601	protein_coding	495	8278	6001	17589	14610	59	513	117	2	2808	5965	0	0	0	5922	72	72	657	7	336	8	1	1889	117
SH3RF1	ENSG00000154447	ENST00000284637	protein_coding	418	7896	5758	10095	6789	134	1026	117	2	2574	5731	0	0	0	5382	66	66	603	7	271	8	1	1981	117
SH3RF2	ENSG00000156463	ENST00000359120	protein_coding	340	5347	4725	4419	1845	89	666	117	2	2106	4725	0	0	0	3294	54	54	495	7	217	8	1	1610	117
SH3RF3	ENSG00000172985	ENST00000309415	protein_coding	357	6213	5679	1908	0	0	0	117	2	2106	5661	0	0	0	3870	54	54	495	7	234	8	1	2034	117
SH3TC1	ENSG00000125089	ENST00000245105	protein_coding	628	7515	8616	4041	444	31	201	117	2	3978	8598	0	0	0	3852	102	102	927	7	409	8	1	3008	117
SH3TC2	ENSG00000169247	ENST00000515425	protein_coding	687	7358	8379	3786	270	41	306	117	2	3744	8379	0	0	0	4005	96	96	873	7	480	8	1	2724	117
SH3YL1	ENSG00000035115	ENST00000356150	protein_coding	274	1885	2195	4752	1959	28	243	117	2	2106	2195	0	0	0	792	54	54	495	7	152	7	2	722	759
SHANK1	ENSG00000161681	ENST00000391814	protein_coding	824	6111	13805	9300	72	31	264	2082	2	5616	13805	0	0	0	0	144	144	1305	7	521	8	1	5186	2418
SHANK2	ENSG00000162105	ENST00000338508	protein_coding	938	5155	12111	16416	10302	0	0	117	2	7416	12111	0	0	0	0	192	192	1656	7	540	7	2	3990	117
SHANK3	ENSG00000251322	ENST00000262795	protein_coding	693	4938	11166	10191	5703	0	0	288	2	5139	11166	0	0	0	0	132	132	1197	7	414	8	1	4134	117
SHARPIN	ENSG00000179526	ENST00000398712	protein_coding	404	7970	2480	19713	492	171	1311	5475	2	1848	2435	0	186	0	6594	48	48	441	7	107	8	1	932	10971
SHB	ENSG00000107338	ENST00000377707	protein_coding	264	7201	3348	4923	2061	196	1698	117	2	1170	3285	0	0	0	5778	30	30	279	7	189	8	1	1098	117
SHBG	ENSG00000129214	ENST00000380450	protein_coding	212	7706	2595	5946	75	16	93	117	2	1638	2577	0	0	0	6525	42	42	387	7	114	7	2	918	4359
SHC1	ENSG00000160691	ENST00000448116	protein_coding	304	9173	3857	17217	4515	80	663	9324	2	2574	3794	0	0	0	7452	66	66	603	7	157	8	1	1296	669
SHC2	ENSG00000129946	ENST00000264554	protein_coding	302	8268	3769	7992	2235	0	0	117	2	2808	3742	0	0	0	6489	72	72	657	7	143	8	1	1344	3408
SHC3	ENSG00000148082	ENST00000375835	protein_coding	332	8360	3892	4107	906	122	921	117	2	2574	3874	0	0	0	6570	66	66	603	7	185	8	1	1278	117
SHC4	ENSG00000185634	ENST00000332408	protein_coding	378	17136	4144	17403	6708	178	1287	117	2	9702	4135	0	0	0	15264	66	66	603	7	231	8	1	1295	117
SHCBP1	ENSG00000171241	ENST00000303383	protein_coding	441	3622	4599	6792	3525	112	801	117	2	2808	4473	0	0	0	1908	72	72	657	7	282	8	1	1284	117
SHCBP1L	ENSG00000157060	ENST00000367547	protein_coding	382	3406	4305	2955	354	74	711	117	2	2088	4305	0	0	0	1692	54	54	495	7	260	7	2	1303	117
SHD	ENSG00000105251	ENST00000543264	protein_coding	194	2517	2220	8958	273	515	4389	3249	2	1170	2220	0	0	0	1098	30	30	279	7	119	8	1	712	117
SHE	ENSG00000169291	ENST00000304760	protein_coding	260	2581	3204	16158	14004	27	261	117	2	1170	3204	0	0	0	1305	30	30	279	7	186	7	2	1056	846
SHF	ENSG00000138606	ENST00000318390	protein_coding	250	1150	2803	8013	2151	0	0	4629	2	1404	2803	0	0	0	0	36	36	333	7	163	8	1	922	117
SHFM1	ENSG00000127922	ENST00000413065	protein_coding	84	279	597	1779	909	45	264	117	2	468	597	0	0	0	0	12	12	117	7	46	7	2	149	117
SHH	ENSG00000164690	ENST00000297261	protein_coding	745	2863	2956	9801	8742	33	453	117	2	468	2947	0	576	0	1683	12	12	117	7	130	8	1	1072	117
SHISA2	ENSG00000180730	ENST00000319420	protein_coding	116	3606	1912	6336	5748	24	168	117	2	234	1912	0	0	0	2889	6	6	63	7	90	7	2	644	117
SHISA3	ENSG00000178343	ENST00000319234	protein_coding	103	3095	1529	4182	3108	89	654	117	2	234	1529	0	0	0	2430	6	6	63	7	76	8	1	528	117
SHISA4	ENSG00000198892	ENST00000362011	protein_coding	130	4235	1255	7779	1380	109	861	2799	2	936	1255	0	0	0	3528	24	24	225	7	67	8	1	442	1995
SHISA5	ENSG00000164054	ENST00000296444	protein_coding	152	5140	1526	15141	3927	116	1011	9156	2	1170	1526	0	0	0	4284	30	30	279	7	77	8	1	548	117
SHISA6	ENSG00000188803	ENST00000441885	protein_coding	256	3779	3578	18921	17277	47	480	117	2	1170	3551	0	0	0	2349	30	30	279	7	181	8	1	1218	117
SHISA7	ENSG00000187902	ENST00000376325	protein_coding	157	7358	3402	14040	13248	0	0	117	2	702	3384	0	0	0	5913	18	18	171	7	106	8	1	1343	117
SHISA8	ENSG00000234965	ENST00000457093	protein_coding	54	427	1022	3588	0	0	3	3282	0	234	1022	0	0	0	0	6	6	63	0	42	0	0	391	117
SHISA9	ENSG00000237515	ENST00000558583	protein_coding	202	1277	3030	16962	15018	114	966	117	2	936	3030	0	0	0	0	24	24	225	7	139	8	1	1007	117
SHKBP1	ENSG00000160410	ENST00000291842	protein_coding	779	10701	4624	8628	570	21	147	117	2	3978	4543	0	372	0	8514	102	102	927	7	188	8	1	1623	4632
SHMT1	ENSG00000176974	ENST00000316694	protein_coding	765	5740	3232	6426	2631	62	405	1227	2	2574	3142	0	462	0	4302	66	66	603	7	157	7	2	1039	117
SHMT2	ENSG00000182199	ENST00000328923	protein_coding	303	6168	3373	13647	1710	190	1356	3468	2	2574	3247	0	0	0	4572	66	66	603	7	156	8	1	1124	5067
SHOC2	ENSG00000108061	ENST00000369452	protein_coding	364	7274	3807	9294	5547	153	1035	117	2	1872	3807	0	0	0	5634	48	48	441	7	253	8	1	1169	1107
SHOX	ENSG00000185960	ENST00000381578	protein_coding	170	1087	1911	9798	6561	264	2073	117	2	1170	1911	0	0	0	0	30	30	279	7	95	8	1	613	117
SHOX2	ENSG00000168779	ENST00000389589	protein_coding	189	2184	2275	4890	2604	52	408	117	2	1170	2275	0	0	0	1143	30	30	279	7	114	8	1	797	831
SHPK	ENSG00000197417	ENST00000225519	protein_coding	219	1339	3107	10815	6894	39	309	117	2	1404	3089	0	0	0	18	36	36	333	7	132	8	1	1072	2379
SHPK	ENSG00000262304	ENST00000572705	protein_coding	486	2485	5518	15630	4113	116	825	117	2	6543	5518	0	0	0	0	96	96	873	7	279	8	1	1745	4800
SHPRH	ENSG00000146414	ENST00000367503	protein_coding	1113	4498	11161	12465	5640	161	1197	117	2	6786	11161	0	0	0	0	174	174	1575	7	750	8	1	3263	117
SHQ1	ENSG00000144736	ENST00000325599	protein_coding	642	4317	3781	5529	3015	49	420	117	2	2340	3781	0	246	0	2754	60	60	549	7	261	8	1	1142	117
SHROOM1	ENSG00000164403	ENST00000378679	protein_coding	358	2753	5388	6288	1965	327	2415	117	2	2106	5388	0	0	0	0	54	54	495	7	235	8	1	2036	117
SHROOM2	ENSG00000146950	ENST00000380913	protein_coding	644	9678	10618	9696	7518	33	270	117	2	2106	10492	0	0	0	5913	54	54	495	7	522	7	2	3521	117
SHROOM3	ENSG00000138771	ENST00000296043	protein_coding	774	10660	13143	17181	12228	481	2859	117	2	2340	12981	0	0	0	5634	60	60	549	7	640	7	2	4334	117
SHROOM4	ENSG00000158352	ENST00000289292	protein_coding	720	10975	9840	7245	4485	124	852	117	2	2106	9822	0	0	0	7506	54	54	495	7	598	7	2	3008	117
SI	ENSG00000090402	ENST00000264382	protein_coding	1396	68789	12358	10557	1392	25	189	117	2	10998	12115	0	0	0	63792	282	282	2538	7	817	8	1	3502	117
SIAE	ENSG00000110013	ENST00000263593	protein_coding	321	1902	3482	19749	11514	53	519	4935	2	2106	3428	0	0	0	495	54	54	495	7	198	8	1	1072	1107
SIAH1	ENSG00000196470	ENST00000356721	protein_coding	141	4777	2064	10413	3147	193	1272	5691	2	234	2055	0	0	0	3906	6	6	63	7	114	8	1	639	117
SIAH2	ENSG00000181788	ENST00000312960	protein_coding	121	4081	2181	5046	3042	188	1584	117	2	234	2118	0	0	0	3213	6	6	63	7	94	8	1	695	117
SIAH3	ENSG00000215475	ENST00000400405	protein_coding	91	1643	1792	10080	9339	40	321	117	2	234	1792	0	0	0	999	6	6	63	7	64	8	1	556	117
SIDT1	ENSG00000072858	ENST00000393830	protein_coding	586	2887	5511	12435	5598	278	1953	117	2	5850	5511	0	0	0	0	150	150	1350	7	271	8	1	1697	117
